"SBS.name","height","SLA","mean.LMDC..mg.g."
"1101","Fumaria reuteri",1,NA,NA
"1102","Fumaria rostellata",0.275,NA,NA
"1103","Fumaria schleicheri",0.2,NA,NA
"1104","Fumaria vaillantii",0.575,43.72,142.82
"1105","Gagea arvensis",0.125,NA,NA
"1106","Gagea bohemica",0.055,NA,NA
"1107","Gagea lutea",0.2,23.9,103
"1108","Gagea minima",0.115,NA,NA
"1109","Gagea pratensis",0.14,NA,NA
"1110","Gagea spathacea",0.175,23.34,103.62
"1111","Galanthus nivalis",0.14,28.31,99.78
"1112","Galega officinalis",0.9,42.975,127.85
"1113","Galeopsis angustifolia",0.308333333333333,18.695,267.755
"1114","Galeopsis bifida",0.383333333333333,NA,NA
"1115","Galeopsis ladanum",0.45,19.36,193.055
"1116","Galeopsis pubescens",0.35,65.36,170.55
"1117","Galeopsis segetum",0.266666666666667,39.075,150.45
"1118","Galeopsis speciosa",0.441666666666667,35.1,165
"1119","Galeopsis tetrahit",0.35,31.5033333333333,176
"1120","Galinsoga ciliata",0.335,38.4,129.113333333333
"1121","Galinsoga parviflora",0.325,39.0775,247.95
"1122","Galium album",0.875,24.09,NA
"1123","Galium aparine",0.708333333333333,34.6785714285714,140
"1124","Galium aristatum",0.375,NA,NA
"1125","Galium boreale",0.316666666666667,19.3680959366667,212.63
"1126","Galium debile",0.2125,NA,NA
"1127","Galium glaucum",0.425,13.85,197.43
"1128","Galium lucidum",0.375,NA,NA
"1129","Galium megalospermum",0.06,NA,NA
"1130","Galium mollugo",0.5,27.2245054942857,167.983333333333
"1131","Galium noricum",0.06,NA,NA
"1132","Galium odoratum",0.216666666666667,51.045,243
"1133","Galium palustre",0.435,35.75,182.175
"1134","Galium parisiense",0.19875,24.47,196.04
"1135","Galium pumilum",0.28125,37.67,NA
"1136","Galium rotundifolium",0.15,45.73468241,144.05
"1137","Galium saxatile",0.125,24.2,188.5
"1138","Galium schultesii",0.7,NA,NA
"1139","Galium spurium",0.65,NA,NA
"1140","Galium sterneri",0.175,23.6666666666667,227.5
"1141","Galium sylvaticum",0.5225,57.38,178.54
"1142","Galium tricornutum",0.465,23.15,203.21
"1143","Galium uliginosum",0.266666666666667,33.48,243.02
"1144","Galium verrucosum",0.1025,20.01,179.67
"1145","Galium verum",0.383333333333333,21.3746912855556,226.5325
"1146","Gaudinia fragilis",0.275,NA,NA
"1147","Gaultheria shallon",1,NA,NA
"1148","Genista anglica",0.3,13.6033333333333,323.69
"1149","Genista germanica",0.4,NA,NA
"1150","Genista pilosa",0.2175,15.0633333333333,384.01
"1151","Genista tinctoria",0.5125,17.684,248
"1152","Gentiana acaulis",0.04,15.01501502,NA
"1153","Gentiana asclepiadea",0.55,23.64,272.07
"1154","Gentiana bavarica",0.06,16.25340136,NA
"1155","Gentiana brachyphylla subsp. favratii",0.03,NA,NA
"1156","Gentiana clusii",0.05,NA,NA
"1157","Gentiana cruciata",0.325,NA,NA
"1158","Gentiana lutea",0.8,15.89,194.3
"1159","Gentiana nivalis",0.065,42.72,148.12
"1160","Gentiana pannonica",0.375,NA,NA
"1161","Gentiana pneumonanthe",0.203333333333333,16.44,218.23
"1162","Gentiana punctata",0.375,NA,NA
"1163","Gentiana purpurea",0.425,NA,NA
"1164","Gentiana utriculosa",0.13,NA,NA
"1165","Gentiana verna",0.0316666666666667,NA,NA
"1166","Gentianella amarella",0.158333333333333,28,210
"1167","Gentianella anglica",0.08,NA,NA
"1168","Gentianella aspera",0.125,NA,NA
"1169","Gentianella bohemica",0.15,NA,NA
"1170","Gentianella campestris",0.17175,29.35,NA
"1171","Gentianella campestris s. baltica",0.115,NA,NA
"1172","Gentianella ciliata",0.21,NA,NA
"1173","Gentianella germanica",0.156666666666667,12.8333333333333,NA
"1174","Gentianella lutescens",0.19,NA,NA
"1175","Gentianella tenella",0.015,NA,NA
"1176","Gentianella uliginosa",0.0666666666666667,30.91,NA
"1177","Geranium bohemicum",0.6,NA,NA
"1178","Geranium columbinum",0.266666666666667,27.45,268
"1179","Geranium dissectum",0.266666666666667,23.2,238
"1180","Geranium divaricatum",0.4,NA,NA
"1181","Geranium endressii",0.425,NA,NA
"1182","Geranium lucidum",0.191666666666667,27.425,193.5
"1183","Geranium molle",0.183333333333333,27.6285714285714,186.666666666667
"1184","Geranium palustre",0.575,20.44,221.52
"1185","Geranium phaeum",0.391666666666667,35.23,150.14
"1186","Geranium pratense",0.408333333333333,21.175,237.5
"1187","Geranium purpureum",0.225,NA,NA
"1188","Geranium pusillum",0.183333333333333,25.5,201.666666666667
"1189","Geranium pyrenaicum",0.375,27.765,209
"1190","Geranium robertianum",0.216666666666667,32.4085714285714,185.666666666667
"1191","Geranium rotundifolium",0.175,NA,NA
"1192","Geranium sanguineum",0.216666666666667,21.8333333333333,259
"1193","Geranium sylvaticum",0.277,25.219002658,219.58
"1194","Geranium versicolor",0.375,NA,NA
"1195","Geum montanum",0.14,12.77790056,NA
"1196","Geum reptans",0.075,10.90265056,NA
"1197","Geum rivale",0.316666666666667,20.61973113,237
"1198","Geum urbanum",0.366666666666667,37.7128571428571,302
"1199","Gladiolus communis",0.6,NA,NA
"1200","Gladiolus imbricatus",0.3,NA,NA
"1201","Gladiolus palustris",0.35,NA,NA
"1202","Glaucium corniculatum",0.325,NA,NA
"1203","Glaucium flavum",0.4975,17.36,145.25
"1204","Glaux maritima",0.138333333333333,20.115,183.62
"1205","Glechoma hederacea",0.27,34.931354701,160
"1206","Gleditsia triacanthos",30,NA,NA
"1207","Globularia cordifolia",0.02,NA,NA
"1208","Globularia nudicaulis",0.09,NA,NA
"1209","Globularia punctata",0.1025,8.215,289.33
"1210","Glyceria declinata",0.29,33.96,164.333333333333
"1211","Glyceria fluitans",0.5,35.5708392125,278.886666666667
"1212","Glyceria maxima",1.3,19.7880899525,248.22
"1213","Glyceria nemoralis",0.575,NA,NA
"1214","Gnaphalium luteo-album",0.15,38.395,188.635
"1215","Goodyera repens",0.065,NA,NA
"1216","Gratiola officinalis",0.275,29.48,186.74
"1217","Gunnera tinctoria",2,NA,NA
"1218","Gymnadenia conopsea",0.3,17.7275,144.9725
"1219","Gymnadenia odoratissima",0.15,23.36,118.64
"1220","Gymnocarpium dryopteris",0.25,60.3449969866667,183.22
"1221","Gymnocarpium robertianum",0.25,25.2333333333333,279
"1222","Gypsophila fastigiata",0.175,NA,NA
"1223","Gypsophila muralis",0.12,NA,NA
"1224","Gypsophila paniculata",0.7,NA,NA
"1225","Gypsophila perfoliata",0.4,16.22,144.46
"1226","Gypsophila repens",0.14,15.35,148.45
"1227","Gypsophila scorzonerifolia Ser.",1,9.81,166.61
"1228","Halimione pedunculata",0.325,14.15,166.75
"1229","Halimione portulacoides",0.625,13.9,93
"1230","Hammarbya paludosa",0.065,NA,NA
"1231","Hebe salicifolia",2.5,NA,NA
"1232","Hedera helix",12.35,11.7727272727273,253.777777777778
"1233","Hedysarum hedysaroides",0.225,NA,NA
"1234","Helianthemum apenninum",0.133333333333333,13.4,NA
"1235","Helianthemum canum",0.1,7.6,388
"1236","Helianthemum nummularium",0.114,14.7076923076923,264
"1237","Helianthemum oelandicum s. alpestre",0.065,NA,NA
"1238","Helianthus annuus",1.8,19.425,135.76
"1239","Helianthus tuberosus",1.75,32.81,127.13
"1240","Helichrysum arenarium",0.2,19.11,226.68
"1241","Helichrysum bracteatum",0.675,NA,NA
"1242","Helictotrichon parlatorei",0.475,NA,NA
"1243","Heliotropium europaeum",0.2,NA,NA
"1244","Helleborus foetidus",0.3375,14.9481423394,180.196666666667
"1245","Helleborus niger",0.225,NA,NA
"1246","Helleborus viridis",0.258333333333333,11.2,236
"1247","Hemerocallis fulva",0.525,NA,NA
"1248","Hemerocallis lilioasphodelus",0.4,NA,NA
"1249","Hepatica nobilis",0.095,28.505,179.225
"1250","Heracleum austriacum",0.175,NA,NA
"1251","Heracleum mantegazzianum",4,30.185,181.95
"1252","Heracleum sphondylium",1.23125,22.17196640625,220
"1253","Herminium monorchis",0.1,NA,NA
"1254","Herniaria ciliolata",0.0875,NA,NA
"1255","Herniaria glabra",0.085,20.1754545455,189.35
"1256","Herniaria hirsuta",0.0975,26.94,210.06
"1257","Herniaria incana",0.125,NA,NA
"1258","Hesperis matronalis",0.3525,33.205,147.7475
"1259","Hesperis matronalis subsp. matronalis",0.525,NA,NA
"1260","Hibiscus trionum",0.325,NA,NA
"1261","Hieracium acuminatum",0.5,25.575,158.905
"1262","Hieracium alpinum",0.1,31.2685,NA
"1263","Hieracium alpinum gr.",0.03,20.84,174.075
"1264","Hieracium amplexicaule",0.175,27.82,119.55
"1265","Hieracium aurantiacum",0.125,31.8866666666667,150.25
"1266","Hieracium bifidum",0.1,24.3125,181.015
"1267","Hieracium bupleuroides",0.15,NA,NA
"1268","Hieracium caesium",0.15,NA,NA
"1269","Hieracium caespitosum",0.225,32.35,NA
"1270","Hieracium cymosum",0.2,21.13,150.01
"1271","Hieracium echioides",0.325,17.67,175.04
"1272","Hieracium fuscocinereum",0.225,NA,NA
"1273","Hieracium glaucum",0.2,NA,NA
"1274","Hieracium hoppeanum",0.06,NA,NA
"1275","Hieracium humile",0.165,20.3,167.37
"1276","Hieracium intybaceum",0.145,NA,NA
"1277","Hieracium lactucella",0.092,35.845,114.8
"1278","Hieracium maculatum",0.41,19.175,173.79
"1279","Hieracium murorum",0.135,40.3,125.415
"1280","Hieracium peleteranum s. tenuiscapum",0.09,NA,NA
"1281","Hieracium piliferum",0.035,NA,NA
"1282","Hieracium pilosella",0.06,18.4942857142857,188
"1283","Hieracium piloselloides",0.11,27.95,208.255
"1284","Hieracium pilosum",0.075,NA,NA
"1285","Hieracium prenanthoides",0.575,NA,NA
"1286","Hieracium racemosum",0.225,NA,NA
"1287","Hieracium sabaudum",0.8,45.57,113.47
"1288","Hieracium schmidtii",0.065,NA,NA
"1289","Hieracium umbellatum",0.425,20.75,169.95
"1290","Hieracium villosum",0.15,NA,NA
"1291","Hieracium x floribundum",0.15,24.88,146.75
"1292","Hieracium x schultesii",0.02,NA,NA
"1293","Hierochloe australis",0.1,NA,NA
"1294","Himantoglossum hircinum",0.25,20.02,110.4
"1295","Hippocrepis comosa",0.163333333333333,15.115,236.93
"1296","Hippophae rhamnoides",2.66666666666667,12.5,231
"1297","Hippuris vulgaris",0.225,32.53,107.196666666667
"1298","Hirschfeldia incana",0.6675,24.3466666666667,144.905
"1299","Holcus lanatus",0.325,34.2455070466667,231.9175
"1300","Holcus mollis",0.275,40.2966666666667,216
"1301","Holosteum umbellatum",0.0733333333333333,34.29,154.54
"1302","Homogyne alpina",0.0475,17.5,127.68
"1303","Homogyne discolor",0.04,NA,NA
"1304","Honkenya peploides",0.133333333333333,19.04,206.985
"1305","Hordelymus europaeus",0.75,36.605,197.59
"1306","Hordeum distichon",0.8,30.12,175.85
"1307","Hordeum marinum",0.1275,45.54,221
"1308","Hordeum murinum",0.3075,35.958,204.343333333333
"1309","Hordeum secalinum",0.325,33.2666666666667,240
"1310","Hordeum vulgare",1.0075,21.96,178.63
"1311","Horminum pyrenaicum",0.09,NA,NA
"1312","Hornungia petraea",0.0616666666666667,19,143
"1313","Hottonia palustris",0.4,89.72,46.9
"1314","Humulus lupulus",5.5,23.9666666666667,292.5
"1315","Huperzia selago",0.125,14.04,342.66
"1316","Hyacinthoides non-scripta",0.14,21.2333333333333,88
"1317","Hyacinthus orientalis",0.275,NA,NA
"1318","Hydrocharis morsus-ranae",0.015,40.3666666666667,101.083333333333
"1319","Hydrocotyle vulgaris",0.2125,31.2628571428571,123.812
"1320","Hymenolobus procumbens",0.05,NA,NA
"1321","Hymenophyllum tunbrigense",0.05,NA,NA
"1322","Hyoscyamus niger",0.633333333333333,42.5323917133333,121.4
"1323","Hypericum androsaemum",0.55,NA,NA
"1324","Hypericum calycinum",0.3,11.5,329
"1325","Hypericum canadense",0.14,NA,NA
"1326","Hypericum elegans",0.225,NA,NA
"1327","Hypericum elodes",0.158333333333333,39.115,209.96
"1328","Hypericum hirsutum",0.575,27.2,275.5
"1329","Hypericum humifusum",0.09125,22.675,275.99
"1330","Hypericum maculatum",0.3985,25.34,265
"1331","Hypericum montanum",0.35,24.6,274
"1332","Hypericum perforatum",0.358333333333333,26.4255250481818,303
"1333","Hypericum pulchrum",0.341666666666667,17.6,303
"1334","Hypericum tetrapterum",0.358333333333333,36.1,198.5
"1335","Hypericum undulatum",0.3625,NA,NA
"1336","Hypochaeris glabra",0.1725,34.05,102.97
"1337","Hypochaeris maculata",0.115,20.645,137.375
"1338","Hypochaeris uniflora",0.165,NA,NA
"1339","Hypochoeris radicata",0.065,22.2166666666667,116
"1340","Hyssopus officinalis",0.375,20.89,198.95
"1341","Iberis amara",0.146666666666667,NA,NA
"1342","Iberis linifolia",0.3,NA,NA
"1343","Iberis umbellata",0.245,32.38,149.7
"1344","Ilex aquifolium",11.95,6.6,261.875
"1345","Illecebrum verticillatum",0.108333333333333,57.96,142.73
"1346","Impatiens balsamina",0.45,NA,NA
"1347","Impatiens capensis",0.3,54.3,NA
"1348","Impatiens glandulifera",1.33333333333333,38.3,137
"1349","Impatiens noli-tangere",0.416666666666667,45.38148148,145
"1350","Impatiens parviflora",0.458333333333333,144.775,76.47
"1351","Inula britannica",0.35,28.0347672633333,161.23
"1352","Inula conyza",0.525,14.95,245
"1353","Inula ensifolia",0.325,NA,NA
"1354","Inula germanica",0.425,NA,NA
"1355","Inula helenium",1.35,15.4933333333333,225.315
"1356","Inula helvetica",0.425,NA,NA
"1357","Inula hirta",0.275,21.18644068,NA
"1358","Inula salicina",0.5,26.835,237.695
"1359","Iris aphylla",0.225,NA,NA
"1360","Iris germanica",0.45,13.14,106.01
"1361","Iris graminea",0.225,NA,NA
"1362","Iris pseudacorus",0.75,15.9975,178.15
"1363","Iris pumila",0.1,NA,NA
"1364","Iris sibirica",0.525,15.51,233.25
"1365","Iris spuria",0.45,NA,NA
"1366","Iris variegata",0.16,NA,NA
"1367","Iris versicolor",0.7,NA,NA
"1368","Iris x lurida",0.325,11.28,145.09
"1369","Isatis tinctoria",0.65,18.54,157.855
"1370","Iva xanthifolia",1.265,24.44,166.325
"1371","Jasione laevis",0.175,NA,NA
"1372","Jasione montana",0.15,36.33,214.88
"1373","Jovibarba globifera",0.15,NA,NA
"1374","Jovibarba globifera s. arenaria",0.125,NA,NA
"1375","Juglans nigra",22.5,NA,NA
"1376","Juglans regia",15,14.6,240
"1377","Juncus acutiflorus",0.525,10.995,220
"1378","Juncus anceps",0.325,3.43,NA
"1379","Juncus articulatus",0.325,19.4704345185714,203.0425
"1380","Juncus atratus",0.625,10.71,235.23
"1381","Juncus balticus",0.525,NA,NA
"1382","Juncus biglumis",0.08,8.22,272.33
"1383","Juncus bulbosus",0.09,19.1875,227.33
"1384","Juncus capitatus",0.065,NA,NA
"1385","Juncus castaneus",0.09,12.11,212.82
"1386","Juncus compressus",0.225,14.7,321
"1387","Juncus conglomeratus",0.72,4.92,269.76
"1388","Juncus effusus",0.9,10.864,266.87
"1389","Juncus filiformis",0.3,10.11,250.45
"1390","Juncus gerardi",0.325,14.54,294.46
"1391","Juncus inflexus",0.45,3.785,311.05
"1392","Juncus jacquinii",0.175,NA,NA
"1393","Juncus maritimus",0.65,2.56,406.56
"1394","Juncus pygmaeus",0.06,NA,NA
"1395","Juncus ranarius",0.125,26.51,195.63
"1396","Juncus sphaerocarpus",0.09,29.44,360
"1397","Juncus squarrosus",0.1675,5.95,400.61
"1398","Juncus stygius",0.175,NA,NA
"1399","Juncus subnodulosus",0.725,6.6,189
"1400","Juncus tenageia",0.115,29.88,144.16
"1401","Juncus tenuis",0.4075,13.443700657,113.81
"1402","Juncus trifidus",0.148333333333333,15.737281475,425.33
"1403","Juncus trifidus s. monanthos",0.165,NA,NA
"1404","Juncus triglumis",0.035,NA,NA
"1405","Juniperus communis",6.02,7.0877257162,509.24
"1406","Juniperus sabina",2.55,NA,NA
"1407","Jurinea cyanoides",0.35,9.41,259.1
"1408","Kalmia angustifolia",0.875,8.352941176,NA
"1409","Kalmia polifolia",0.7,NA,NA
"1410","Kernera saxatilis",0.1,26.54,151.54
"1411","Kerria japonica",2,NA,NA
"1412","Kickxia elatine",0.263333333333333,40.3,172.5
"1413","Kickxia spuria",0.263333333333333,29.0333333333333,177.333333333333
"1414","Knautia arvensis",0.433333333333333,20.05257732,183.666666666667
"1415","Knautia dipsacifolia",0.4,24.54,NA
"1416","Knautia drymeia",0.4,NA,NA
"1417","Kobresia myosuroides",0.2,9.9,NA
"1418","Kobresia simpliciuscula",0.09,NA,NA
"1419","Koeleria glauca",0.085,12.79,365.09
"1420","Koeleria macrantha",0.0727,11.807,327
"1421","Koeleria pyramidata",0.325,16.57,NA
"1422","Koeleria vallesiana",0.06,NA,NA
"1423","Koenigia islandica",0.0225,NA,NA
"1424","Laburnum anagyroides",6.875,17.8333333333333,223.666666666667
"1425","Lactuca perennis",0.25,23.47,138.73
"1426","Lactuca quercina",0.6,NA,NA
"1427","Lactuca saligna",0.3,NA,NA
"1428","Lactuca sativa",0.6,20.52,NA
"1429","Lactuca serriola",0.675,16.585730495,191
"1430","Lactuca tatarica",0.45,18.43,160.27
"1431","Lactuca viminea",0.3,NA,NA
"1432","Lactuca virosa",0.8525,23.1866666666667,172.706
"1433","Lamiastrum galeobdolon",0.3875,25.35,270
"1434","Lamium album",0.316666666666667,35.94,170
"1435","Lamium amplexicaule",0.133333333333333,19.7,135
"1436","Lamium hybridum",0.1875,25.3,140
"1437","Lamium maculatum",0.375,31.62,197
"1438","Lamium moluccellifolium",0.158333333333333,NA,NA
"1439","Lamium purpureum",0.225,38.45,139.8
"1440","Lampranthus falciformis",0.3,NA,NA
"1441","Lappula deflexa",0.5,23.38,149.2
"1442","Lappula squarrosa",0.3075,30.88,129.71
"1443","Lapsana communis",0.5,48.7325,127
"1444","Larix decidua",35,10.1924798485714,279.75
"1445","Laser trilobum",0.5,NA,NA
"1446","Laserpitium latifolium",0.7,14.68,246.04
"1447","Laserpitium prutenicum",0.355,15.21,222.08
"1448","Laserpitium siler",0.45,NA,NA
"1449","Lathraea squamaria",0.135,NA,NA
"1450","Lathyrus aphaca",0.6125,NA,NA
"1451","Lathyrus bauhinii",0.35,NA,NA
"1452","Lathyrus heterophyllus",1.5,21.735,217.365
"1453","Lathyrus hirsutus",0.65,NA,NA
"1454","Lathyrus japonicus",0.408333333333333,NA,NA
"1455","Lathyrus laevigatus",0.4,NA,NA
"1456","Lathyrus latifolius",2,18.7,220
"1457","Lathyrus montanus",0.233333333333333,22.0614285714286,263.5
"1458","Lathyrus niger",0.433333333333333,NA,NA
"1459","Lathyrus nissolia",0.375,19.5233333333333,201.073333333333
"1460","Lathyrus odoratus",0.8,28.275,209.96
"1461","Lathyrus palustris",0.716666666666667,34.43,167.77
"1462","Lathyrus pannonicus",0.35,NA,NA
"1463","Lathyrus pratensis",0.566666666666667,25.3242403527273,273.666666666667
"1464","Lathyrus sativus",0.65,NA,NA
"1465","Lathyrus sylvestris",1.33333333333333,NA,NA
"1466","Lathyrus tuberosus",0.65,29.9033333333333,198.365
"1467","Lathyrus vernus",0.255,39.8,198.1225
"1468","Lavandula angustifolia",0.3,20.8,NA
"1469","Lavatera arborea",1.05,NA,NA
"1470","Lavatera cretica",0.75,20.920897275,NA
"1471","Lavatera thuringiaca",0.775,NA,NA
"1472","Ledum palustre",1.025,10.58844199425,NA
"1473","Legousia hybrida",0.12,58.13,131.22
"1474","Legousia speculum-veneris",0.1725,65.57,140.74
"1475","Lembotropis nigricans",1.1,16.825,255.78
"1476","Lemna gibba",0.0045,24.45,110.26
"1477","Lemna minor",0.004,18.7,107
"1478","Lemna trisulca",0.005,16.65,159
"1479","Lens culinaris",0.225,NA,NA
"1480","Leontodon autumnalis",0.0666666666666667,26.3502236116667,155.8
"1481","Leontodon hispidus",0.235,26.0577504107143,139.106
"1482","Leontodon incanus",0.1,21.47,160.25
"1483","Leontodon montanus",0.035,NA,NA
"1484","Leontodon pyrenaicus",0.1,27.62,143.67
"1485","Leontodon taraxacoides subsp. taraxacoides",0.065,18.62,148.55
"1486","Leontopodium alpinum",0.125,NA,NA
"1487","Leonurus cardiaca",0.65,NA,NA
"1488","Leonurus marrubiastrum",0.85,24.42,239.255
"1489","Lepidium campestre",0.2925,25.92,203.53
"1490","Lepidium densiflorum",0.225,60.085,135.15
"1491","Lepidium graminifolium",0.475,NA,NA
"1492","Lepidium heterophyllum",0.203333333333333,NA,NA
"1493","Lepidium latifolium",0.641666666666667,15.735,167.705
"1494","Lepidium perfoliatum",0.225,NA,NA
"1495","Lepidium ruderale",0.133333333333333,20.9157114625,158.5
"1496","Lepidium sativum",0.2425,22.44,151.62
"1497","Lepidium virginicum",0.4075,25.72,179.74
"1498","Leucanthemopsis alpina",0.035,15.65,NA
"1499","Leucanthemum atratum",0.225,NA,NA
"1500","Leucanthemum ircutianum",0.44,18.5,152
"1501","Leucanthemum vulgare",0.364,19.2812518873333,129.666666666667
"1502","Leucojum aestivum",0.475,25.15,83.9
"1503","Leucojum vernum",0.1,32.57,86.13
"1504","Levisticum officinale",1.2,27,196
"1505","Leycesteria formosa",2,NA,NA
"1506","Leymus arenarius",0.75,7.4,348
"1507","Ligusticum mutellina",0.27,22.997,158.9
"1508","Ligusticum mutellinoides",0.065,NA,NA
"1509","Ligusticum scoticum",0.3375,NA,NA
"1510","Ligustrum vulgare",3.7,11.065,273
"1511","Lilium bulbiferum",0.6,18.71,144.44
"1512","Lilium martagon",0.471,25.5756469566667,136
"1513","Limonium bellidifolium",0.1275,NA,NA
"1514","Limonium humile",0.175,NA,NA
"1515","Limonium minutum s. minutum",0.12,NA,NA
"1516","Limonium vulgare",0.165,10.71,192.123333333333
"1517","Limosella aquatica",0.0525,27.3,135
"1518","Limosella australis",0.05,NA,NA
"1519","Linaria alpina",0.06,17,NA
"1520","Linaria arvensis",0.185,NA,NA
"1521","Linaria purpurea",0.45,16.42,198
"1522","Linaria repens",0.383333333333333,26.98,146.55
"1523","Linaria spartea",0.375,NA,NA
"1524","Linaria supina",0.0875,NA,NA
"1525","Linaria vulgaris",0.416666666666667,19.9833333333333,189.25
"1526","Lindernia dubia",0.1,NA,NA
"1527","Lindernia procumbens",0.065,NA,NA
"1528","Linnaea borealis",0.155,29.041666665,253.93
"1529","Linum austriacum",0.4,17.54,198.38
"1530","Linum bienne",0.375,NA,NA
"1531","Linum catharticum",0.116666666666667,31.1675,210
"1532","Linum flavum",0.35,NA,NA
"1533","Linum leonii",0.15,NA,NA
"1534","Linum perenne",0.466666666666667,26.94,189.04
"1535","Linum perenne s. alpinum",0.2,NA,NA
"1536","Linum tenuifolium",0.3,NA,NA
"1537","Linum usitatissimum",0.45,46.315,168.145
"1538","Linum viscosum",0.425,NA,NA
"1539","Liparis loeselii",0.0575,37.985,73.82
"1540","Listera cordata",0.0625,36.505,132.69
"1541","Listera ovata",0.14,29.0066666666667,117.433333333333
"1542","Lithospermum arvense",0.366666666666667,27.16,175.35
"1543","Lithospermum officinale",0.5,21.85,213.5
"1544","Littorella uniflora",0.095,12.6833333333333,106.94
"1545","Lloydia serotina",0.085,NA,NA
"1546","Lobelia dortmanna",0.04,19.51,92.34
"1547","Lobelia erinus",0.185,NA,NA
"1548","Lobularia maritima",0.146666666666667,NA,NA
"1549","Logfia arvensis",0.225,39.06,223.18
"1550","Logfia gallica",0.105,NA,NA
"1551","Logfia minima",0.125,32.545,378.355
"1552","Loiseleuria procumbens",0.168333333333333,4.5196875476,480.73
"1553","Lolium multiflorum",0.325,29.25,265
"1554","Lolium perenne",0.125,25.7437770655,215.9125
"1555","Lolium remotum",0.67,30.07,170.13
"1556","Lolium temulentum",0.65,24.65,224.75
"1557","Lomatogonium carinthiacum",0.055,NA,NA
"1558","Lonicera alpigena",1.05,29.01,233.72
"1559","Lonicera caerulea",0.95,13.49527665,NA
"1560","Lonicera caprifolium",4.875,19.385,253.555
"1561","Lonicera nigra",1,NA,NA
"1562","Lonicera periclymenum",4.5,14.2,227
"1563","Lonicera tatarica",2,NA,NA
"1564","Lonicera xylosteum",1.74866666666667,24.109413965,NA
"1565","Loranthus europaeus",0.65,NA,NA
"1566","Lotus alpinus",0.06,NA,NA
"1567","Lotus angustissimus",0.0975,NA,NA
"1568","Lotus corniculatus",0.429166666666667,23.6124896807143,186
"1569","Lotus pedunculatus",0.2625,26.3275,210.853333333333
"1570","Lotus subbiflorus",0.0975,NA,NA
"1571","Lotus tenuis",0.9,23.5,152.34
"1572","Lotus uliginosus",0.35,31.6,NA
"1573","Ludwigia palustris",0.12,31.775,204.905
"1574","Lunaria annua",0.45,37.985,120.065
"1575","Lunaria rediviva",0.725,44.66,121.306666666667
"1576","Lupinus albus",0.56,26.595,113.11
"1577","Lupinus angustifolius",0.45,25.08,NA
"1578","Lupinus arboreus",2.5,NA,NA
"1579","Lupinus luteus",0.4,25.355,106.29
"1580","Lupinus nootkatensis",1,NA,NA
"1581","Lupinus polyphyllus",1.09166666666667,22.837592476,181.7875
"1582","Luronium natans",0.02,49.04,144.6
"1583","Luzula alpinopilosa",0.2,14.706,NA
"1584","Luzula campestris",0.27,23.4083333333333,245.49
"1585","Luzula desvauxii",0.425,NA,NA
"1586","Luzula forsteri",0.15,NA,NA
"1587","Luzula glabrata",0.15,NA,NA
"1588","Luzula luzulina",0.14,NA,NA
"1589","Luzula luzuloides",0.5,23.76,NA
"1590","Luzula multiflora",0.183333333333333,24.817214674,214
"1591","Luzula nivea",0.65,NA,NA
"1592","Luzula pilosa",0.15,25.1,228
"1593","Luzula spicata",0.12,11.725,284.56
"1594","Luzula sudetica",0.165,34.3,171.94
"1595","Luzula sylvatica",0.325,16.45,294
"1596","Lychnis alpina",0.075,21.56,NA
"1597","Lychnis flos-cuculi",0.4125,23.4728571428571,140
"1598","Lychnis viscaria",0.375,14.29,NA
"1599","Lycium barbarum",2.16666666666667,14.25,164.5
"1600","Lycium chinense",2,NA,NA
"1601","Lycopersicon esculentum",0.95,NA,NA
"1602","Lycopodiella inundata",0.04,58.12,132.74
"1603","Lycopodium annotinum",0.15,24.82,365.09
"1604","Lycopodium clavatum",0.115,21.59,379.11
"1605","Lycopus europaeus",0.566666666666667,63.18,102.5
"1606","Lycopus exaltatus",0.9,NA,NA
"1607","Lysimachia nemorum",0.3,30.2,196.5
"1608","Lysimachia nummularia",0.45,30.503598972,226.85
"1609","Lysimachia punctata",0.55,24.2,246
"1610","Lysimachia terrestris",0.8,NA,NA
"1611","Lysimachia thyrsiflora",0.416666666666667,38.07,199.69
"1612","Lysimachia vulgaris",0.896,26.3657142857143,238.5
"1613","Lythrum hyssopifolia",0.311666666666667,24.21,218.08
"1614","Lythrum portula",0.103333333333333,24,277
"1615","Lythrum salicaria",0.708333333333333,27.0566666666667,180.385
"1616","Mahonia aquifolium",1.16666666666667,8.975,432
"1617","Maianthemum bifolium",0.125,33.14051282,238.575
"1618","Malus domestica",10,25.83979328,NA
"1619","Malus sylvestris",6,18.75130719,248.8
"1620","Malva alcea",0.65,27.58,133.41
"1621","Malva moschata",0.416666666666667,20.0333333333333,215.333333333333
"1622","Malva neglecta",0.283333333333333,23.7,214
"1623","Malva pusilla",0.17,15.91,151.42
"1624","Malva sylvestris",0.575,22.61,170.01
"1625","Malva verticillata",1.305,27.12,179.46
"1626","Marrubium peregrinum",0.45,NA,NA
"1627","Marrubium vulgare",0.4,14.2,221
"1628","Marsilea quadrifolia",0.1,NA,NA
"1629","Matricaria maritima",0.24,20.108798675,225.3
"1630","Matteuccia struthiopteris",0.9,28.54704753,192.245
"1631","Matthiola incana",0.476666666666667,23.15,120.42
"1632","Matthiola sinuata",0.3,NA,NA
"1633","Meconopsis cambrica",0.375,35.5,166
