OBJECTID,Name,Category,Status1990,Status2015,MapDate,Comments,Example,Image_type,Image_date,CattleShed,Ncells_Grassl450m,MeanGrasslCov,Ncells_FireFreq,MeanFireFreq,Lon,Lat,Ncells_BA90,BA_proportion_1990,Ncells_BA2000,BA_proportion_2000,Ncells_BA2015,BA_proportion_2015,Shape_Length,Shape_Area
1842,Zhukovka,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.155051716,267,0.224719101,63.8780365,53.50322723,245,0,245,0.303165533,245,0.079147392,0.307117842,0.006803982
1843,Aleksandrovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,252,0.185132271,263,0.285171103,63.88038635,53.55034256,251,0,251,0.134537406,251,0.04830456,0.30735075,0.006811482
1844,Boris-Romanovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.166917574,269,0.185873606,63.86671829,53.61997223,245,0.002503401,245,0.279201814,245,0.051573696,0.307696282,0.006822607
1845,Alkau,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.13850667,270,0.374074074,63.91760254,53.62164307,249,0,249,0.265470773,249,0.139027221,0.307704571,0.006822873
1846,Nechaevka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.165250902,265,0.381132075,63.96546555,53.35639191,246,0,246,0.218988257,246,0.03266486,0.306396456,0.006780742
1847,Vladimirovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,246,0.12502259,269,0.189591078,64.03347015,53.45828247,253,0,253,0.163495828,253,0.004848485,0.306896303,0.006796846
1848,Sormovka,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.055258659,267,0.303370787,64.07499695,53.52328491,248,0,248,0.45874552,248,0.080322581,0.307216898,0.006807172
1849,Stepanovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.150860208,270,0.025925926,64.16643524,53.61023331,249,0,249,0.234181171,249,0.031950022,0.307647846,0.006821047
1850,Arhipovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.106453332,269,0.394052045,64.19849396,53.51806259,247,0,247,0.436401261,247,0.020710751,0.307191091,0.006806341
1851,Mihajlovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,249,0.162605976,266,0.57518797,64.25463104,53.62030792,245,0,245,0.364553288,245,0.045115647,0.30769793,0.00682266
1852,Vorob'evskoe,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,250,0.072106667,266,1.289473684,64.41975403,53.43238831,246,0,246,0.502005422,246,0.009647696,0.306768944,0.006792743
1853,Novoborkovskoe,Settlement,100,80,1985,abandoned lifestock stations,0,google,2016/2017,1,247,0.054790821,268,1.73880597,64.44151306,53.6439476,248,0,248,0.668315413,248,0.038172043,0.307815574,0.006826446
1854,Tat'janovka,Settlement,100,70,1985,abandoned/active lifestock stations,0,google,2016/2017,1,245,0.274575973,266,0.582706767,64.65164185,53.51925278,241,0.003024435,241,0.156551407,241,0.033895805,0.307196937,0.006806529
1855,Tanabaevskoe,Settlement,100,90,1985,abandoned/active lifestock stations,0,google,2016/2017,1,243,0.229519893,265,0.4,64.57627106,53.34703064,250,0,250,0.198364445,250,0.0032,0.306350649,0.006779266
1856,Karagaily,Settlement,100,70,1985,abandoned lifestock stations,0,google,2016/2017,1,250,0.16718221,265,0.301886792,64.87670135,53.36434174,249,0,249,0.250905846,249,0.031057564,0.306435283,0.006781993
1857,Kuntimes,Settlement,100,90,1985,-/-,0,google,2016/2017,0,249,0.123819723,269,0.356877323,65.23326111,53.64503479,249,0,249,0.164712183,249,0.012583668,0.30782094,0.006826619
1858,Zlatoust,Settlement,100,90,1985,abandoned/active lifestock stations,0,google,2016/2017,1,249,0.171833995,265,0.196226415,65.27559662,53.57077408,241,0,241,0.104933149,241,0.023384048,0.30745191,0.006814739
1859,Basagash,Settlement,100,30,1985,-/-,0,bing,2016/2017,0,248,0.059874564,264,0.643939394,65.44022369,53.43418884,247,0,247,0.147260459,247,0.024111561,0.306777747,0.006793027
1860,Majak,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.073493339,269,0.089219331,65.50175476,53.52265167,248,0,248,0.105017922,248,0.01516129,0.307213709,0.006807069
1861,Ermakovka,Settlement,100,60,1985,abandoned lifestock stations,0,google,2016/2017,1,247,0.223427823,266,0.015037594,65.6500473,53.34765244,248,0,248,0.145376345,248,0.024032258,0.306353646,0.006779362
1862,Barvinovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,google,2016/2017,1,249,0.293083427,267,0.097378277,65.70604706,53.4336853,247,0,247,0.276491229,247,0.001025641,0.306775249,0.006792947
1863,Novobarvinovka,Settlement,100,80,1985,abandoned lifestock stations,0,google,2016/2017,1,243,0.055765881,268,0.705223881,65.67565918,53.52161789,247,0,247,0.46006298,247,0.017076023,0.307208573,0.006806904
1864,Pavlysh,Settlement,100,70,1985,abandoned/ lifestock stations,0,bing,2016/2017,1,248,0.102992833,269,0.185873606,65.58869934,53.64958954,248,0,248,0.162150538,248,0.012365592,0.307843622,0.006827349
1865,Veselyj,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.149175617,268,0.406716418,65.93736267,53.52383423,254,0,254,0.322782153,254,0.036657918,0.30721953,0.006807256
1866,Anan'evka,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,250,0.060408891,265,0.483018868,65.96045685,53.44421768,248,0,248,0.253548388,248,0.010412186,0.306827014,0.006794614
1867,Bol'shie,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.107751116,268,0.100746269,66.02827454,53.61645889,250,0,250,0.068568889,250,0.014293333,0.307678695,0.00682204
1868,Begezhan,Settlement,100,90,1985,abandoned/active lifestock stations,0,google,2016/2017,1,248,0.335340504,262,0.152671756,62.62755966,53.10253143,249,0,249,0.10206158,249,0.028808568,0.305165204,0.006741046
1869,Ul'janovskoe,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,250,0.387395583,265,0.366037736,62.88973618,53.10917282,248,0,248,0.121792115,248,0.048888889,0.305197161,0.006742077
1870,Sergeevka,Settlement,100,90,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.308843899,264,0.018939394,63.19561386,52.95376968,244,0,244,0.14140255,244,0.021712204,0.304452854,0.006718061
1871,Konstantinovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,251,0.246285969,263,0.076045627,63.28075409,52.96663666,251,0,251,0.068986278,251,0.087737937,0.304514198,0.006720041
1872,Jubilejnoe,Settlement,100,130,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,253,0.225595092,260,0.007692308,63.05155563,52.93411255,248,0,248,0.065985663,248,0.038978495,0.304359226,0.006715039
1873,Beregovoe,Settlement,100,100,1985,active lifestock stations,0,bing,2016/2017,1,246,0.286431778,263,0.019011407,63.05438995,52.88095474,249,0.003070058,249,0.035644801,249,0.011173583,0.304106636,0.006706885
1874,Sadchikovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.336218639,265,0.245283019,63.46410751,53.02348709,248,0,248,0.225967742,248,0.102867383,0.30478583,0.006728807
1875,Sadovoe,Settlement,100,100,1985,active lifestock stations,0,bing,2016/2017,1,248,0.303620059,265,0,63.60079956,53.10299683,247,0,247,0.106468736,247,0.105587045,0.305167404,0.006741117
1876,Altynsarino,Settlement,100,120,1985,"expanded, active lifestock stations adjacent",0,bing,2016/2017,0,249,0.19684071,265,0.045283019,63.61808395,53.14183807,249,0,249,0.022829094,249,0.026488175,0.305354511,0.006747152
1877,Michurinskoe,Settlement,100,140,1985,expanded,0,bing,2016/2017,0,249,0.150736283,266,0.030075188,63.6582489,53.18028641,246,0,246,0.02973803,246,0.005691057,0.305540183,0.00675314
1878,Zatobol'sk,Settlement,100,130,1985,expanded,0,bing,2016/2017,0,248,0.238405012,268,0,63.69638824,53.20795822,250,0,250,0.007875555,250,0.006293333,0.305674088,0.006757457
1879,Zarechnoe,Settlement,100,200,1985,"expanded, active lifestock stations",0,bing,2016/2017,0,249,0.301240509,268,0,63.73162079,53.23667908,250,0,250,0.063466667,250,0.001084444,0.305813333,0.006761947
1880,Vasil'evka,Settlement,100,30,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.236433678,264,0.068181818,63.20083237,53.07790756,250,0,250,0.181386666,250,0.024391111,0.305046814,0.006737227
1881,Kirovka,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,251,0.155856576,267,0.026217228,63.31302643,53.11199951,253,0,253,0.245129556,253,0.081036452,0.305210744,0.006742515
1882,Zhdanovka,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,246,0.235013556,266,0.251879699,63.38901138,53.15848923,250,0,250,0.185902222,250,0.065973334,0.305434866,0.006749743
1883,Akkabak,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.174071075,263,0.326996198,63.28525925,53.19783783,245,0,245,0.080362812,245,0.039963719,0.305625107,0.006755878
1884,Semiletka,Settlement,100,80,1985,-/-,0,bing,2016/2017,0,246,0.193748857,264,0.125,63.3686676,53.03332138,248,0,248,0.186344086,248,0.084086022,0.304832923,0.006730326
1885,Rjazanovka,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,245,0.131501127,268,0.518656716,63.42645645,53.33595657,248,0,248,0.155340502,248,0.004462366,0.306296621,0.006777525
1886,Samir,Settlement,100,70,1985,abandoned lifestock stations,1,bing,2016/2017,1,247,0.148915886,267,0.074906367,63.62537766,53.33896637,252,0,252,0.265308642,252,0.030652557,0.306311305,0.006777998
1887,Krylovka,Settlement,100,90,1985,abandoned/active lifestock stations (partly new),0,bing,2016/2017,1,245,0.383909289,266,0.063909774,65.10180664,53.32630157,249,0.002391789,249,0.006996876,249,0.002320393,0.306249397,0.006776003
1888,Sorochinka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.092956993,268,0.451492537,65.38184357,53.33192444,248,0,248,0.291129033,248,0.0059319,0.306276828,0.006776887
1889,Zhambyl,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,249,0.091905408,265,0.18490566,63.74622345,53.32154083,251,0,251,0.359114653,251,0.086941124,0.306226244,0.006775257
1890,Osinovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.090035836,266,0.052631579,63.72886658,53.12968826,249,0,249,0.394270416,249,0.032610442,0.305295917,0.006745262
1891,Talapker,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.044749099,262,0.408396947,63.72507095,53.05478287,252,0,252,0.521499119,252,0.08659612,0.304935781,0.006733645
1892,Abaj,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.145215041,261,0.019157088,63.79468536,53.11084366,251,0,251,0.254236388,251,0.009915892,0.305205155,0.006742335
1893,Novoselovka,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.170430098,266,0.139097744,63.87145233,53.11972046,250,0,250,0.132266667,250,0.002417778,0.305247886,0.006743713
1894,Oktjabr'skoe,Settlement,100,110,1985,-/-,0,bing,2016/2017,0,248,0.1396595,261,0.007662835,63.87085724,53.21311951,248,0,248,0.113781362,248,0.017795699,0.305699085,0.006758263
1895,Limannoe,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,251,0.138326695,266,0.007518797,63.86888123,53.22621536,246,0,246,0.192448058,246,0.01730804,0.305762556,0.00676031
1896,Rybnoe,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.162771043,261,0.141762452,63.89146423,53.25359344,250,0,250,0.183111111,250,0.061066666,0.305895448,0.006764594
1897,Kyzylagash,Settlement,100,40,1985,abandoned lifestock stations,0,bing,2016/2017,1,254,0.061014867,263,0.330798479,63.97106552,53.02729034,241,0,241,0.182664822,241,0.019529737,0.304804018,0.006729394
1898,Temir Kazyk,Settlement,100,60,1985,-/-,0,bing,2016/2017,0,246,0.234182469,266,0.22556391,64.07673645,53.06357574,248,0,248,0.146308244,248,0.030268817,0.304977942,0.006735005
1899,Shokkaragaj,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,249,0.121874185,264,0.049242424,64.08879089,53.24792862,250,0,250,0.066684445,250,0.006293333,0.305867912,0.006763706
1900,o.Krasnyj,Settlement,100,110,1985,active lifestock stations,0,bing,2016/2017,1,245,0.084879824,265,0.086792453,64.19007111,53.28286743,250,0,250,0.002097778,250,0,0.306037759,0.006769182
1901,Silant'evka,Settlement,100,80,1985,active lifestock stations,0,bing,2016/2017,1,251,0.17388226,265,0.173584906,64.25644684,53.09266663,249,0,249,0.227077198,249,0,0.305117675,0.006739513
1902,Malaja Churakovka,Settlement,100,90,1985,-/-,0,bing,2016/2017,0,249,0.160071408,266,0.221804511,64.28308868,53.0964241,249,0,249,0.198911201,249,0.005247657,0.305135745,0.006740096
1903,Bol'shaja Churakovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.113691774,263,0.307984791,64.33251953,53.05278015,248,0,248,0.412777777,248,0.03437276,0.304926137,0.006733334
1904,Novonikolaevka,Settlement,100,80,1985,-/-,0,bing,2016/2017,0,248,0.194910397,265,0.418867925,64.38252258,53.01169205,248,0,248,0.374175628,248,0.058351255,0.304729337,0.006726984
1905,Janushevka,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,246,0.167732615,266,0.406015038,64.37268829,53.33230591,245,0,245,0.250557824,245,0.006621315,0.306278753,0.006776949
1906,Birjukovka,Settlement,100,60,1985,abandoned/active lifestock stations,0,google,2016/2017,1,249,0.09276215,264,0.28030303,64.40943909,53.14009094,248,0,248,0.344551973,248,0.002939068,0.305346033,0.006746878
1907,Osipovka,Settlement,100,60,1985,abandoned lifestock stations,0,google,2016/2017,1,247,0.243652737,264,0.299242424,64.48334503,53.04806137,247,0,247,0.431884841,247,0.014215025,0.304903518,0.006732604
1908,Zuevka,Settlement,100,70,1985,abandoned lifestock stations,0,google,2016/2017,1,248,0.14451612,267,0.546816479,64.56497192,53.21857452,250,0,250,0.238844445,250,0.009191111,0.305725486,0.006759115
1909,Sverdlovka,Settlement,100,70,1985,abandoned/active lifestock stations,0,google,2016/2017,1,249,0.134011607,265,0.332075472,64.66034698,53.13056564,246,0.002547425,246,0.239385726,246,0.033387534,0.305300108,0.006745397
1910,Annovka,Settlement,100,60,1985,abandoned lifestock stations,0,google,2016/2017,1,250,0.129920002,264,0.696969697,64.8080368,53.00292969,248,0,248,0.192956989,248,0.047168459,0.304687413,0.006725631
1911,Stepnoe,Settlement,100,30,1985,abandoned lifestock stations,0,google,2016/2017,1,246,0.059620602,261,0.501915709,64.83085632,53.25205612,249,0,249,0.316448014,249,0.023882196,0.305887923,0.006764351
1912,Dokuchaevka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.212782229,267,0.205992509,64.75631714,53.32493591,248,0,248,0.071111111,248,0.013387097,0.306242757,0.006775789
1913,Lermontovo,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.475177687,268,0.074626866,65.01967621,53.20637131,247,0,247,0.002123257,247,0.007467387,0.305666338,0.006757207
1914,Karaoba,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.474480279,265,0.056603774,65.09431458,53.28889084,250,0,250,0.042613333,250,0.002222222,0.306067045,0.006770126
1915,Novoe,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.207946675,266,0.116541353,65.23654938,53.21360397,248,0,248,0.018584229,248,0.048243728,0.30570136,0.006758337
1916,Melitopol',Settlement,100,60,1985,-/-,0,bing,2016/2017,0,250,0.072568892,266,0.770676692,65.41257477,53.27038574,246,0,246,0.384878049,246,0.011382114,0.305976979,0.006767222
1917,s.Bajgankol',Settlement,100,30,1985,abandoned lifestock stations,0,google,2016/2017,1,250,0.292728901,265,0.788679245,65.46099854,53.04389572,249,0,249,0.159196787,249,0.024846051,0.304883491,0.006731958
1918,Ostrovnoe,Settlement,100,100,1985,active lifestock stations adjacent,0,bing,2016/2017,1,248,0.266917584,270,0.07037037,65.47450256,53.34257507,247,0,247,0.11328835,247,0.026378767,0.30632884,0.006778563
1919,Sarykol',Settlement,100,100,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,249,0.224970993,263,0.087452471,65.53723145,53.31879807,254,0,254,0.045074366,254,0.008906387,0.306212775,0.006774823
1920,Tagil'skoe,Settlement,100,90,1985,abandoned/active lifestock stations,0,google,2016/2017,1,248,0.191738359,265,0.143396226,65.64552307,53.28000641,248,0,248,0.19767025,248,0.000358423,0.306023762,0.00676873
1921,Dubinka,Settlement,100,80,1985,abandoned/active lifestock stations,0,google,2016/2017,1,247,0.137777785,265,0.373584906,65.6309433,53.18249512,249,0,249,0.132440875,249,0.002427488,0.305550765,0.006753481
1922,Sevastopol',Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.193799296,263,0.228136882,65.78830719,53.13405991,246,0,246,0.165691057,246,0.005022584,0.305316889,0.006745938
1923,Dudakovka,Settlement,100,50,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.124462371,266,0.109022556,65.7673111,53.23694992,250,0,250,0.203360001,250,0.047768889,0.305814548,0.006761986
1924,Sonaly,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.275519717,263,0.581749049,65.89155579,53.27360153,247,0,247,0.264615385,247,0.024957265,0.305992597,0.006767726
1925,Leninskoe,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,249,0.274627393,266,0.135338346,66.0329361,53.27526855,241,0,241,0.16769018,241,0.024748732,0.306000696,0.006767987
1926,Komsomol'skoe,Settlement,100,80,1985,abandoned lifestock stations,0,bing,2016/2017,1,251,0.217600716,266,0.206766917,66.09423828,53.31615448,248,0,248,0.114659497,248,0.008853047,0.306199844,0.006774406
1927,Karashilik,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,244,0.410437153,266,0.184210526,65.97673798,53.1704216,247,0,247,0.015906433,247,0.040665767,0.305492382,0.006751598
1928,Vishnevka,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,249,0.4237394,261,0.24137931,65.95755768,53.11100006,249,0,249,0.07803659,249,0.012797858,0.305205807,0.006742356
1929,Leningradskoe,Settlement,100,70,1984,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.219057763,266,0.312030075,66.25714111,53.16746902,252,0,252,0.099135802,252,0.045379189,0.305478105,0.006751138
1930,s.Pavlovskoe,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,253,0.253948157,267,0.27340824,65.96363068,53.01067352,247,0,247,0.022869995,247,0.043130904,0.304724401,0.006726825
1931,s.Zapadnoe,Settlement,100,30,1984,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.103157885,265,0.988679245,66.10106659,52.93927002,248,0,248,0.378028674,248,0.007168459,0.30438364,0.006715827
1932,s.Zhalgyskan,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,251,0.471713177,264,0.231060606,65.1111145,52.99256897,243,0,243,0.056680384,243,0.037951532,0.304637884,0.006724033
1933,s.Komsomol'skoe,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.471236549,263,0.205323194,65.36738586,52.90930939,248,0,248,0.059103943,248,0.031236559,0.304241155,0.006711228
1934,s.Kunduzda,Settlement,100,40,1985,abandoned lifestock stations,0,bing,2016/2017,1,246,0.5718338,261,0.75862069,65.16465759,52.79413223,248,0,248,0.100017922,248,0.095125448,0.303695791,0.006693619
1935,s.Novoselovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,246,0.598084924,263,0.680608365,65.17370605,52.78287506,246,0,246,0.09598916,246,0.06831075,0.303642704,0.006691905
1936,s.Alypkash,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.160000008,260,0.303846154,65.51647186,52.78768921,249,0,249,0.169156626,249,0.027541277,0.303665385,0.006692637
1937,s.Zhumagul,Settlement,100,90,1985,active lifestock stations,0,bing,2016/2017,1,252,0.282433876,260,0.5,65.62401581,52.72385025,253,0,253,0.148985508,253,0.172929293,0.303364932,0.006682933
1938,s.Tjuntjugur,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.541684592,263,0.593155894,65.79891968,52.72436142,249,0,249,0.013386881,249,0.018634538,0.303367321,0.00668301
1939,s.Kozubaj,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,250,0.339288881,260,0.580769231,65.84694672,52.76729584,247,0,247,0.128960864,247,0.01560054,0.303569257,0.006689533
1940,s.Majskoe,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,249,0.240696091,262,0.396946565,65.77168274,52.85450745,247,0,247,0.048061179,247,0.053441296,0.303981156,0.006702834
1941,Chapaevka,Settlement,100,70,1984,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.211569938,265,0.577358491,66.0920105,53.38510132,249,0,249,0.208424811,249,0.042713075,0.306536859,0.006785266
1942,s.Zhambyl,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.17082667,262,0.469465649,66.06490326,52.84702301,247,0,247,0.212271705,247,0.030481332,0.303945692,0.006701689
1943,Novoalekseevka,Settlement,100,70,1985,abandoned/active lifestock stations,0,google,2016/2017,1,247,0.302708062,262,0.423664122,64.67307281,52.91205215,250,0,250,0.250293334,250,0.00368,0.304254219,0.00671165
1944,Priozernoe,Settlement,100,80,1985,abandoned/active lifestock stations,0,google,2016/2017,1,252,0.161851856,263,0.205323194,64.54209137,52.85920334,246,0,246,0.454471546,246,0.008220415,0.304003451,0.006703554
1945,Kubekovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.270139429,261,0.356321839,64.38195801,52.81978989,252,0.002557319,252,0.404074075,252,0.02287478,0.303816982,0.006697533
1946,Pervomajskoe,Settlement,100,90,1985,active lifestock stations,0,bing,2016/2017,1,250,0.671697763,264,0.079545455,64.26506042,52.75298309,250,0,250,0.045475556,250,0.003466667,0.30350195,0.006687359
1947,Pervomajskoe,Settlement,100,80,1985,abandoned/active lifestock stations (partly new),0,bing,2016/2017,1,245,0.264671199,265,0.41509434,64.10751343,52.98841095,248,0,248,0.091272401,248,0.011236559,0.304618074,0.006723393
1948,Stepnoe,Settlement,100,80,1985,-/-,0,bing,2016/2017,0,252,0.203015907,262,0.492366412,63.8833847,52.97183609,250,0,250,0.254666667,250,0.002257778,0.304538965,0.00672084
1949,Glazunovka,Settlement,100,90,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,246,0.220162594,262,0.095419847,63.79439545,52.9180336,248,0,248,0.088691756,248,0.004713262,0.304282697,0.006712569
1950,Semenovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,247,0.450670266,261,0.141762452,63.90243912,52.82098007,248,0.002132617,248,0.148189964,248,0.006362007,0.303822626,0.006697715
1951,Lavrent'evka,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,247,0.415690473,263,0.235741445,63.95320892,52.70338821,246,0,246,0.036368564,246,0.030063234,0.303268976,0.006679833
1952,Ryspaj,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,249,0.183703714,261,0.32183908,63.62257767,52.98415756,249,0,249,0.567318163,249,0.012994199,0.304597792,0.006722739
1953,Polovnikovka,Settlement,100,80,1985,abandoned/active lifestock stations,0,google,2016/2017,1,250,0.206435549,261,0.195402299,63.62792587,52.86837769,245,0,245,0.214004536,245,0.048471655,0.304046967,0.006704959
1954,Zhaksylyk,Settlement,100,70,1985,abandoned lifestock stations,0,google,2016/2017,1,243,0.340777337,262,0.442748092,63.60795975,52.68448257,251,0,251,0.027534307,251,0.009721116,0.303180361,0.00667697
1955,Belozerka,Settlement,100,80,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,246,0.120000005,264,0.174242424,63.27489853,52.80504608,249,0,249,0.252155288,249,0.010905845,0.303747398,0.006695286
1956,Nagornoe,Settlement,100,90,1985,active lifestock stations,0,bing,2016/2017,1,251,0.344772039,262,0.022900763,62.95914841,52.84545898,250,0,250,0.055466667,250,0.019164444,0.303938445,0.006701455
1957,Naberezhnoe,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.248604429,260,0.1,62.79989243,52.86503601,244,0.001748634,244,0.222222223,244,0.032295082,0.304031168,0.006704449
1958,Halvaj,Settlement,100,10,1985,"almost fully abandoned, abandoned lifestock stations",0,bing,2016/2017,1,248,0.181810032,263,0.25095057,62.82220459,52.79383469,250,0,250,0.109368889,250,0.034168889,0.303694512,0.006693578
1959,Uval'noe,Settlement,100,50,1985,abandoned lifestock stations,0,bing,2016/2017,1,241,0.338644506,264,0.340909091,62.77514648,52.67726517,248,0,248,0.11530466,248,0.149659499,0.303146594,0.006675879
1960,Tobol,Settlement,100,90,1985,-/-,0,bing,2016/2017,0,245,0.170956909,260,0.196153846,62.58279419,52.69327927,245,0,245,0.054802721,245,0.024798186,0.303221626,0.006678303
1961,Sherbinovka,Settlement,100,60,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.3194803,265,0.113207547,62.59115219,52.98415375,248,0.007258064,248,0.258745519,248,0.041899642,0.304597814,0.00672274
1962,Voronezhskoe,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,251,0.36492253,261,0.111111111,62.67711639,52.82806778,250,0,250,0.074026667,250,0.144231112,0.303856186,0.006698799
1963,Majskoe,Settlement,100,120,1985,active lifestock stations,0,bing,2016/2017,1,248,0.491469533,262,0.125954198,62.64521408,52.83080673,253,0,253,0.081774264,253,0.118296004,0.303869139,0.006699217
1964,Prirechenskoe,Settlement,100,100,1985,active lifestock stations,0,bing,2016/2017,1,248,0.511810039,262,0.007633588,62.61134338,52.82336426,248,0,248,0.104964158,248,0.067060932,0.30383395,0.006698081
1965,Ajatskoe,Settlement,100,60,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,250,0.496551126,262,0.041984733,62.5786171,52.82508469,254,0,254,0.112440945,254,0.025336833,0.303842094,0.006698344
1966,Krasnosel'skoe,Settlement,100,120,1985,active lifestock stations,0,bing,2016/2017,1,246,0.402872647,259,0.034749035,62.55726624,52.84983826,249,0,249,0.131120036,249,0.060490853,0.303959199,0.006702125
1967,Taranovskoe,Settlement,100,120,1985,-/-,0,bing,2016/2017,0,248,0.547652328,263,0.038022814,62.51487732,52.83734131,245,0,245,0.083918367,245,0.034485261,0.303900058,0.006700216
1968,Orenburgskoe,Settlement,100,70,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.488835117,262,0.202290076,62.46226501,52.84135056,250,0,250,0.120017778,250,0.078435556,0.303919026,0.006700828
1969,Zhuravlevka,Settlement,100,40,1985,abandoned lifestock stations,0,bing,2016/2017,1,248,0.435107533,262,0.148854962,62.47355652,52.85316849,243,0,243,0.154183813,243,0.065989941,0.303974957,0.006702634
1970,Nikolaevka,Settlement,100,70,1985,abandoned/active lifestock stations,0,bing,2016/2017,1,248,0.301272401,260,0.1,62.40097427,52.88332748,247,0,247,0.134358975,247,0.060008997,0.304117928,0.00670725
