OBJECTID,Name,Category,Status1990,Status2015,MapDate,Comments,Example,Image_type,Image_date,CattleShed,Ncells_Grassl450m,MeanGrasslCov,Ncells_FireFreq,MeanFireFreq,Lon,Lat,Ncells_BA90,BA_proportion_1990,Ncells_BA2000,BA_proportion_2000,Ncells_BA2015,BA_proportion_2015,Shape_Length,Shape_Area
461,n/a,MTF,100,30,1984,partly in use,0,bing,2016/2017,0,249,0.770780918,247,0.08097166,65.13793945,50.15394974,243,0.002194787,243,0.009529035,243,0.014631916,0.292210969,0.006320871
462,n/a,Zimovka,100,30,1984,partly in use,0,bing,2016/2017,0,247,0.739757103,251,0.15936255,65.10359955,50.15721893,250,0,250,0.0616,250,0.047431111,0.292224071,0.006321299
463,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.6991398,248,0.274193548,65.08466339,50.15433884,246,0,246,0.087606143,246,0.021355014,0.292212516,0.006320922
464,n/a,Zimovka,100,40,1984,partly in use,0,bing,2016/2017,0,248,0.694874566,247,0.226720648,65.05358887,50.13943481,253,0,253,0.07274484,253,0,0.292152819,0.006318974
465,n/a,Zimovka,100,70,1984,clearly in use,0,bing,2016/2017,0,248,0.723673841,247,0.174089069,65.13977814,50.13254547,250,0,250,0.005973333,250,0,0.292125248,0.006318075
466,Kokpektikol,Settlement,100,20,1984,almost fully abandoned,0,bing,2016/2017,0,246,0.672357726,248,0.149193548,65.02282715,50.13652039,251,0,251,0.039521913,251,0,0.292141165,0.006318594
467,Zhanaturmys,Settlement,100,20,1984,almost fully abandoned,0,bing,2016/2017,0,248,0.75320791,248,0.064516129,65.14220428,50.1657486,249,0.004926372,249,0.017670683,249,0.056296296,0.292258265,0.006322414
468,Amangeldy,Settlement,100,80,1984,partly abandoned/expanded,0,bing,2016/2017,0,247,0.649158814,249,0.008032129,65.1900177,50.18080521,246,0.00498645,246,0.00699187,246,0.027046071,0.292318659,0.006324384
469,Abeu,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,247,0.657004063,247,0.182186235,65.11171722,50.12162781,247,0,247,0.005614035,247,0,0.292081574,0.00631665
470,n/a,Zimovka,100,90,1984,clearly in use,0,bing,2016/2017,0,248,0.84942653,248,0.262096774,65.16593933,50.12303925,250,0,250,0.004177778,250,0,0.292087216,0.006316834
471,n/a,Zimovka,100,40,1984,partly in use,0,bing,2016/2017,0,249,0.714770214,246,0.304878049,65.11164856,50.10184479,248,0,248,0.029175627,248,0,0.292002493,0.006314069
472,Ismail,Zimovka,100,40,1984,partly in use,0,bing,2016/2017,0,251,0.691987624,247,0.295546559,65.10453033,50.10013962,252,0,252,0.01994709,252,0,0.291995685,0.006313847
473,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.723010769,250,0.18,65.03466797,50.11161041,253,0,253,0.002020202,253,0,0.292041511,0.006315343
474,n/a,Letovka,100,30,1984,partly in use,0,bing,2016/2017,0,249,0.741169144,246,0.31300813,65.04992676,50.09737015,248,0,248,0.002060932,248,0,0.291984628,0.006313486
475,Akmoli,Zimovka,100,0,1984,clearly abandoned,1,bing,2016/2017,0,248,0.838906804,245,0.302040816,65.19123077,50.10223007,248,0,248,0.053673835,248,0,0.292004025,0.006314119
476,Kyzyltai,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,250,0.744017778,248,0.391129032,65.16385651,50.09400177,243,0,243,0.117366255,243,0,0.291971166,0.006313047
477,Shaktak,Zimovka,100,10,1984,mostly abandoned,1,bing,2016/2017,0,248,0.543118263,246,0.81300813,65.10942078,50.05662537,248,0,248,0.118655915,248,0,0.291822102,0.006308183
478,Kemer,Settlement,100,40,1984,abandoned livestock stations (east),0,bing,2016/2017,1,246,0.507949403,246,0.451219512,65.13413239,50.02318573,247,0,247,0.053405309,247,0,0.291689025,0.006303839
479,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.676003589,247,0.20242915,65.17181396,50.05134583,248,0,248,0.184265233,248,0,0.291801073,0.006307496
480,n/a,Zimovka,100,50,1984,clearly in use,0,bing,2016/2017,0,248,0.712437286,245,0.171428571,65.18052673,50.06025314,250,0,250,0.176248889,250,0,0.291836562,0.006308655
481,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,246,0.728383031,247,0.16194332,65.18350983,50.06555557,241,0,241,0.168298755,241,0,0.291857685,0.006309344
482,Karashattobe,Zimovka,100,0,1986,clearly abandoned (south),0,bing,2016/2017,0,248,0.411111124,245,0.910204082,65.09367371,50.00696564,250,0,250,0.004551111,250,0,0.291624573,0.006301735
483,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,248,0.877473109,248,0.072580645,65.25577545,50.03540421,254,0,254,0.004059493,254,0,0.291737607,0.006305425
484,n/a,Letovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.801547457,247,0,65.22680664,50.0413475,245,0,245,0.010503401,245,0,0.291761264,0.006306197
485,n/a,Letovka,100,0,1986,clearly abandoned,0,bing,2016/2017,0,248,0.665967722,248,0.266129032,65.2820282,50.00683975,251,0,251,0.008906596,251,0,0.291624059,0.006301719
486,Chapai,Settlement,100,50,1984,abandoned livestock stations (east),0,bing,2016/2017,1,247,0.78997751,249,0.208835341,65.20096588,50.08294678,249,0,249,0.090834449,249,0,0.291927046,0.006311607
487,Tortkon,Settlement,100,0,1984,no remnants,0,google,2016/2017,0,249,0.810352536,248,0.036290323,65.26872253,50.10134125,249,0,249,0,249,0,0.292000476,0.006314004
488,Sorkulak,Settlement,100,90,1984,google,0,bing,2016/2017,0,246,0.837452579,247,0.101214575,65.24916077,50.10047913,253,0,253,0.002635046,253,0,0.29199704,0.006313891
489,Urpak,Settlement,100,70,1984,"abandoned livestock stations, google",0,bing,2016/2017,1,253,0.801844533,252,0.05952381,65.30780029,50.1037674,249,0,249,0,249,0,0.292010169,0.00631432
490,n/a,Zimovka,100,80,1984,clearly in use,0,google,2016/2017,0,248,0.737419365,248,0.052419355,65.29603577,50.12126923,248,0,248,0,248,0,0.292080123,0.006316602
491,n/a,Zimovka,100,80,1984,clearly in use,0,google,2016/2017,0,247,0.796383268,248,0.052419355,65.25875092,50.13913727,245,0,245,0,245,0,0.292151624,0.006318935
492,n/a,Zimovka,100,0,1984,no remnants,0,google,2016/2017,0,247,0.772793527,248,0.02016129,65.27019501,50.13924026,247,0,247,0,247,0,0.292152035,0.006318949
493,n/a,Letovka,100,0,1984,no remnants,0,google,2016/2017,0,247,0.792604598,247,0.08097166,65.25379181,50.13447571,248,0,248,0,248,0,0.292132961,0.006318326
494,Karashatobe,Settlement,100,90,1984,google,0,bing,2016/2017,0,244,0.856010914,246,0.004065041,65.30654144,50.15774155,250,0,250,0.01264,250,0.005528889,0.292226147,0.006321366
495,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,250,0.804640024,249,0.076305221,65.22273254,50.15017319,245,0,245,0.002267574,245,0.002684807,0.292195819,0.006320377
496,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,245,0.762467121,246,0.004065041,65.25707245,50.17065811,247,0,247,0.000539811,247,0.038362573,0.292277944,0.006323056
497,Aktobe,Zimovka,100,90,1984,clearly in use,0,google,2016/2017,0,250,0.743022219,247,0.004048583,65.25517273,50.17816925,247,0,247,0.002465137,247,0.040161943,0.292308087,0.00632404
498,Kogalykol,Settlement,100,80,1984,"abandoned livestock stations, google",0,bing,2016/2017,1,247,0.895222653,247,0.016194332,65.31516266,50.18307495,241,0,241,0.043872753,241,0.026574458,0.292327763,0.006324681
499,Esir,Settlement,100,80,1984,abandoned livestock stations (north),0,bing,2016/2017,1,248,0.602222229,248,0,65.21945953,50.19861221,245,0,245,0.004517007,245,0.058285714,0.29239018,0.006326717
500,Ekpindi,Settlement,100,70,1984,google,0,bing,2016/2017,0,249,0.622418557,248,0.004032258,65.2360611,50.21879959,248,0,248,0.06516129,248,0.046774194,0.292471333,0.006329364
501,Kemer,Settlement,100,80,1984,google,0,bing,2016/2017,0,245,0.667863966,249,0.004016064,65.26051331,50.23237228,249,0,249,0.09988398,249,0.011976796,0.29252596,0.006331146
502,Tanzhar,Zimovka,100,70,1984,clearly in use,0,google,2016/2017,0,246,0.87819332,246,0.117886179,65.32889557,50.21172333,248,0,248,0.038996416,248,0.012508961,0.292442869,0.006328436
503,n/a,Zimovka,100,90,1984,clearly in use (south),1,google,2016/2017,0,251,0.76178842,249,0.016064257,65.33368683,50.23974228,241,0,241,0.017611803,241,0.00593822,0.292555639,0.006332114
504,Zhasouyk,Zimovka,100,90,1984,clearly in use,0,google,2016/2017,0,243,0.752958408,248,0,65.31829071,50.25107193,248,0,248,0.050125448,248,0.010967742,0.292601284,0.006333603
505,Agaidar,Settlement,100,60,1984,"abandoned livestock stations, google",0,bing,2016/2017,1,247,0.731839875,250,0,65.28313446,50.24279022,248,0,248,0.094820788,248,0.01188172,0.292567912,0.006332514
506,Kumkol,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,247,0.754296008,249,0,65.33231354,50.25826645,248,0,248,0.043297491,248,0.008602151,0.292630296,0.006334549
507,n/a,Letovka,100,0,1984,no remnants,0,google,2016/2017,0,250,0.72736001,248,0.092741935,65.25654602,50.25747299,249,0,249,0.221472556,249,0.01319054,0.292627091,0.006334444
508,n/a,Zimovka,100,80,1984,"unsure, ciu (east), google",0,bing,2016/2017,0,248,0.759856642,247,0,65.3501358,50.28659439,252,0,252,0.058201058,252,0.019171076,0.292744628,0.006338277
509,n/a,Zimovka,100,0,1984,no remnants,0,google,2016/2017,0,248,0.927491055,251,0.334661355,65.29016113,50.2984581,246,0,246,0.07839205,246,0.005094851,0.292792567,0.00633984
510,n/a,Zimovka,100,0,1984,no remnants,0,google,2016/2017,0,249,0.908826442,247,0.327935223,65.26802063,50.28686142,250,0,250,0.176764444,250,0.004391111,0.292745708,0.006338312
511,n/a,Letovka,100,80,1984,clearly in use,0,google,2016/2017,0,250,0.64309333,250,0.532,65.30921173,50.35742188,247,0,247,0.003418803,247,0.143805668,0.29303135,0.006347625
512,n/a,Letovka,100,0,1984,no remnants,0,google,2016/2017,0,248,0.695197128,249,0.526104418,65.30735016,50.35229492,247,0,247,0.003418803,247,0.125290148,0.293010558,0.006346947
513,n/a,Letovka,100,0,1984,no remnants,0,google,2016/2017,0,248,0.417724013,249,0.78313253,65.32879639,50.40100861,249,0,249,0.005551093,249,0.285354752,0.293208405,0.006353396
514,n/a,Letovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,245,0.479600923,251,0.334661355,65.34257507,50.37641907,247,0,247,0.006387764,247,0.122051282,0.293108465,0.006350139
515,Bestobe,Settlement,100,0,1984,"abandoned livestock station, google, EDIT Martin: abandoned",0,bing,2016/2017,1,248,0.61967742,250,1.796,65.26216125,50.52570724,248,0,248,0,248,0.383100358,0.293717562,0.006369988
516,Karykuduk,Settlement,100,30,1984,"mostly abandoned, abandoned livestock stations",0,bing,2016/2017,1,247,0.901178606,250,0.032,65.54797363,50.40036392,248,0,248,0.006003584,248,0,0.293205783,0.006353311
517,Makhat,Settlement,100,60,1984,-/-,0,bing,2016/2017,0,247,0.830769228,249,0.044176707,65.48377991,50.3792305,248,0,248,0.016469534,248,0.001541219,0.293119871,0.006350511
518,Amantogai,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.812847492,248,0.036290323,65.48800659,50.37556458,256,0,256,0.016979167,256,0,0.293104983,0.006350025
519,Akkuduk,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.87046853,249,0.040160643,65.50630951,50.38792038,252,0,252,0.022028219,252,0.004973545,0.293155191,0.006351662
520,Sarykuduk,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,246,0.908274616,248,0.032258065,65.52818298,50.39112091,248,0,248,0.018566308,248,0.003781362,0.293168198,0.006352086
521,Ablakan,Zimovka,100,40,1984,partly in use,0,bing,2016/2017,0,246,0.777326106,248,0.080645161,65.51008606,50.34793854,248,0,248,0.03937276,248,0.006111111,0.292992886,0.006346371
522,Zharbacty,Zimovka,100,80,1984,clearly in use,0,bing,2016/2017,0,247,0.795375619,249,0.064257028,65.51545715,50.34725952,248,0,248,0.03765233,248,0.007258065,0.292990124,0.006346281
523,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,252,0.758994718,252,0.158730159,65.43986511,50.33124924,247,0,247,0.076581197,247,0,0.292925247,0.006344166
524,Tobe,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.869671629,248,0.088709677,65.53800201,50.34539795,246,0,246,0.027154472,246,0.007317073,0.292982578,0.006346035
525,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,246,0.774598018,250,0.144,65.42908478,50.32394028,247,0,247,0.062348178,247,0,0.292895651,0.006343201
526,n/a,Zimovka,100,70,1984,clearly in use,0,bing,2016/2017,0,248,0.797526877,249,0.21686747,65.4910202,50.31824493,248,0,248,0.104605735,248,0.009498208,0.292872599,0.00634245
527,n/a,Zimovka,100,0,1984,no remnants,0,google,2016/2017,0,245,0.751473929,249,0.140562249,65.427742,50.31307983,243,0,243,0.075317787,243,0.002158208,0.292851696,0.006341768
528,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,247,0.729734597,248,0.153225806,65.44213867,50.31003952,251,0,251,0.117255423,251,0,0.292839403,0.006341367
529,n/a,Zimovka,100,90,1984,clearly in use,0,google,2016/2017,0,252,0.818465614,249,0.016064257,65.40039063,50.31221008,248,0,248,0.050734767,248,0.015788531,0.292848176,0.006341653
530,n/a,MTF,100,0,1984,clearly abandoned,0,google,2016/2017,0,248,0.803512561,248,0.072580645,65.41443634,50.33013535,246,0,246,0.053495935,246,0.008762421,0.29292074,0.006344019
531,n/a,MTF,100,0,1984,clearly abandoned,0,google,2016/2017,0,250,0.771111109,247,0.044534413,65.41397858,50.30423737,247,0,247,0.044462438,247,0.015042735,0.292815924,0.006340602
532,n/a,MTF,100,0,1984,clearly abandoned,0,google,2016/2017,0,247,0.782456129,251,0.243027888,65.43616486,50.27337646,250,0,250,0.175395556,250,0,0.292691258,0.006336537
533,n/a,MTF,100,90,1984,clearly in use,1,google,2016/2017,0,248,0.687043026,249,0.016064257,65.39316559,50.26945114,250,0,250,0.019804445,250,3.55556E-05,0.292675417,0.00633602
534,n/a,Dom,100,90,1984,clearly in use,0,google,2016/2017,0,247,0.768511033,249,0.008032129,65.36981201,50.29785156,249,0,249,0.040035699,249,0.018545292,0.29279011,0.00633976
535,Kyzylkum,Settlement,100,70,1984,google,0,bing,2016/2017,0,253,0.786684246,248,0.016129032,65.39305878,50.30440903,247,0,247,0.040845704,247,0.015852452,0.292816628,0.006340625
536,Karasu,Settlement,100,90,1984,"abandoned/active livestock stations, google",0,bing,2016/2017,1,246,0.734507692,249,0.008032129,65.37443542,50.28577805,252,0,252,0.045873016,252,0.018324515,0.292741324,0.006338169
537,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,247,0.721115615,248,0.052419355,65.38892365,50.25708008,249,0,249,0.014207943,249,0,0.292625512,0.006334393
538,n/a,Zimovka,100,0,1984,no remnants,0,google,2016/2017,0,247,0.752712573,247,0.044534413,65.3615799,50.24816895,246,0,246,0.007606143,246,0.002710027,0.29258958,0.006333221
539,n/a,Zimovka,100,70,1984,clearly in use (east),0,google,2016/2017,0,248,0.74636204,250,0.32,65.37877655,50.23771286,248,0,248,0,248,0,0.292547465,0.006331847
540,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,247,0.819505198,251,0.278884462,65.36047363,50.22788239,248,0,248,0.009086022,248,0,0.292507884,0.006330556
541,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,246,0.899765144,248,2.088709677,65.51502991,50.23829269,249,0.050102633,249,0.270022312,249,0,0.292549791,0.006331923
542,Chkalovi,Settlement,100,70,1984,"abandoned livestock stations, google",0,bing,2016/2017,1,247,0.774125064,248,0.306451613,65.4139328,50.25085068,250,0,250,0.063804445,250,0,0.292600391,0.006333573
543,Akkisi,Settlement,100,60,1984,google,0,bing,2016/2017,0,248,0.798261635,248,0.258064516,65.45070648,50.15911102,248,0,248,0.055376344,248,0,0.292231635,0.006321546
544,Kagoly,Zimovka,100,0,1984,clearly abandoned,1,bing,2016/2017,0,249,0.655153937,249,1.164658635,65.5042572,50.1546669,245,0.001451247,245,0.024217687,245,0.005714286,0.292213822,0.006320964
545,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.671776877,247,1.777327935,65.51599884,50.17241669,247,0.014358975,247,0.096410257,247,0,0.29228499,0.006323286
546,n/a,Zimovka,100,0,1984,clearly abandoned,1,bing,2016/2017,0,249,0.518875487,246,0.869918699,65.50907135,50.13082886,248,0,248,0.004032258,248,0.005645161,0.29211836,0.00631785
547,Akytkol,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,250,0.709244408,248,0.245967742,65.44654083,50.12930679,249,0,249,0.005015618,249,0,0.292112277,0.006317651
548,n/a,Zimovka,100,0,1984,clearly abandoned,0,google,2016/2017,0,248,0.793781339,245,0.053061224,65.40939331,50.12760162,248,0,248,0.008799283,248,0,0.292105452,0.006317429
549,Baidaulet,Zimovka,100,60,1984,clearly in use,0,google,2016/2017,0,248,0.819175614,250,0.056,65.39385986,50.12646866,248,0,248,0.020716846,248,0,0.292100921,0.006317281
550,Baidaulet,Settlement,100,70,1984,"abandoned/active livestock stations, google",0,bing,2016/2017,1,251,0.804444432,250,0.06,65.40412903,50.12131882,247,0,247,0.017705803,247,0.000305893,0.292080319,0.006316609
551,Agashtykol,Settlement,100,60,1984,"abandoned livestock stations, google",0,bing,2016/2017,1,246,0.835483284,250,0.06,65.35378265,50.10642242,245,0,245,0.012662132,245,0,0.292020774,0.006314666
552,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.629265209,250,0.296,65.48068237,50.10305023,247,0,247,0.121763383,247,0.008888889,0.292007298,0.006314226
553,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,252,0.734356249,247,0.222672065,65.46386719,50.09235001,253,0,253,0.253315768,253,0.09463329,0.291964556,0.006312831
554,n/a,Kosh,100,0,1984,clearly abandoned,0,google,2016/2017,0,245,0.881288001,248,0.596774194,65.41493225,50.04597473,247,0,247,0.175960415,247,0.120413856,0.29177967,0.006306798
555,n/a,Zimovka,100,20,1984,partly in use,0,bing,2016/2017,0,247,0.58637876,248,0.125,65.66601563,50.05827713,247,0,247,0.030823212,247,0.014808817,0.291828662,0.006308397
556,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.505131611,249,0.393574297,65.69070435,50.05871964,249,0,249,0.002927265,249,0.058134761,0.291830421,0.006308454
557,n/a,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,245,0.571283447,246,0.12601626,65.64865875,50.06908417,248,0,248,0.091362008,248,0.009014337,0.291871728,0.006309802
558,Kumar,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.598554219,248,0.310483871,65.63304138,50.09114838,246,0,246,0.110009034,246,0.027660343,0.291959762,0.006312675
559,Kumtobe,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,247,0.649608628,246,0.18699187,65.59385681,50.0879097,250,0,250,0.168533334,250,0,0.291946839,0.006312253
560,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.611798308,248,0.762096774,65.65786743,50.09850311,247,0,247,0.087845255,247,0.109563653,0.291989128,0.006313633
561,Tokseit,Zimovka,100,80,1984,clearly in use (south),0,bing,2016/2017,0,248,0.630053756,247,0.708502024,65.54691315,50.11171341,247,0,247,0.041547458,247,0.005668016,0.292041918,0.006315356
562,Kyrzhas,Zimovka,100,70,1984,clearly in use (south),0,bing,2016/2017,0,246,0.686052399,248,0.612903226,65.56625366,50.10850525,246,0,246,0.073947606,246,0.002673893,0.292029083,0.006314937
563,n/a,Letovka,100,0,1984,no remnants,0,bing,2016/2017,0,249,0.647996425,248,3.068548387,65.69032288,50.13902664,247,0.00340081,247,0.182204228,247,0.541034639,0.292151165,0.00631892
564,Shakpak,Settlement,100,30,1984,"mostly abandoned, abandoned livestock stations (southeast)",0,bing,2016/2017,1,248,0.824444476,248,0.576612903,65.60800934,50.356987,247,0.016032389,247,0.105569051,247,0.090724246,0.293029567,0.006347567
565,Kemer,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.816742562,248,0.092741935,65.58307648,50.36530304,246,0.006449864,246,0.010767841,246,0.000939476,0.293063315,0.006348667
566,n/a,Zimovka,100,0,1984,"clearly abandoned, with settlement west",0,bing,2016/2017,0,247,0.822852025,247,0,65.57089233,50.37987518,252,0,252,0.00372134,252,0,0.293122499,0.006350596
567,Kyrgalu,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,246,0.843757909,250,0,65.53337097,50.37384033,247,0,247,0.018623482,247,0,0.29309798,0.006349797
568,Balgaban,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,251,0.800779124,249,0.365461847,65.64507294,50.39649963,250,0,250,0.128906667,250,0.07808,0.293190057,0.006352798
569,Akmala,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,250,0.742222265,249,0.0562249,65.61810303,50.40568924,243,0,243,0,243,0,0.293227443,0.006354017
570,n/a,Zimovka,100,0,1984,no remnants,0,bing,2016/2017,0,250,0.828231117,248,0.475806452,65.6854248,50.41988754,250,0,250,0.134826667,250,0.124728889,0.293285239,0.006355901
571,n/a,Zimovka,100,70,1984,clearly in use,1,bing,2016/2017,0,249,0.734796984,249,0.228915663,65.66308594,50.41915512,249,0,249,0.04562249,249,0.022632753,0.293282243,0.006355803
572,Manabai,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.68942873,249,0.112449799,65.64341736,50.41725159,247,0,247,0.005488079,247,8.99685E-05,0.293274502,0.006355551
573,Zhargabai,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.698848773,250,0.032,65.62610626,50.41921997,250,0,250,0.002862222,250,0,0.29328252,0.006355812
574,Askura,Settlement,100,0,1984,"fully abandoned, abandoned livestock stations",0,bing,2016/2017,1,243,0.696406084,251,0.03187251,65.63017273,50.42269135,247,0,247,0.005919928,247,0,0.293296648,0.006356272
575,Amantogai,Settlement,100,60,1984,abandoned livestock stations,0,bing,2016/2017,1,248,0.710340533,250,0.008,65.6379776,50.43563843,248,0,248,0.031218638,248,0,0.2933494,0.006357992
576,Zhaldama,Settlement,100,40,1984,-/-,0,bing,2016/2017,0,246,0.704534797,248,0,65.65393066,50.44650269,248,0,248,0.051164875,248,0,0.293393708,0.006359435
577,n/a,Dom,100,0,1984,clearly abandoned,1,bing,2016/2017,0,243,0.766712379,247,0.016194332,65.69589996,50.46907425,250,0,250,0.044213334,250,0,0.293485828,0.006362437
578,n/a,Letovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.703279586,251,1.22310757,65.82756042,50.63875961,247,0,247,0.095888439,247,0.469599641,0.294182482,0.006385131
579,n/a,Letovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.770796251,250,2.108,65.82656097,50.61488724,249,0,249,0.276198125,249,0.550075861,0.294084043,0.006381925
580,n/a,Letovka,100,0,1984,clearly abandoned (west),0,bing,2016/2017,0,246,0.923649511,250,0.34,65.77141571,50.50328827,249,0,249,0.020722891,249,0.059384204,0.293625714,0.006366995
581,Kyzylzhor,Zimovka,100,80,1984,clearly in use,1,bing,2016/2017,0,250,0.901866659,252,0.162698413,65.7477951,50.50783539,249,0,249,0.023150379,249,0.02982597,0.293644335,0.006367602
582,Gonchar,Zimovka,100,70,1984,clearly in use,0,bing,2016/2017,0,249,0.737849164,250,0.02,65.74559021,50.46503448,248,0,248,0.013405018,248,0.000179211,0.293469326,0.0063619
583,Karazhar,Settlement,100,10,1984,abandoned livestock stations,1,bing,2016/2017,1,248,0.79894264,247,0.008097166,65.71616364,50.47403717,246,0,246,0.03593496,246,0,0.293506101,0.006363098
584,n/a,Letovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.62240143,247,0.493927126,65.79125214,50.44899368,250,0.000497778,250,0.07184,250,0.222951112,0.293403851,0.006359766
585,Zharyptikan,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,245,0.232743769,247,3.044534413,65.70098877,50.206707,251,0.028844622,251,0.39722001,251,0.869074816,0.292422679,0.006327777
586,Kulik,Settlement,100,0,1984,fully abandoned,1,bing,2016/2017,0,246,0.411960226,247,0.712550607,65.72087097,50.05179977,256,0,256,0.00484375,256,0.107222222,0.291802864,0.006307555
587,n/a,Dom,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.431470946,247,0.578947368,65.7117157,50.0526886,248,0,248,0.004587814,248,0.097132616,0.291806403,0.00630767
588,n/a,Zimovka,100,60,1984,clearly in use,0,bing,2016/2017,0,247,0.606189862,249,0.401606426,65.79335022,50.01057053,247,0.093297346,247,0.036131354,247,0.116815116,0.291638855,0.006302202
589,Koga,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.580609346,246,0.430894309,65.80134583,50.01505661,251,0.06206286,251,0.034280656,251,0.100575477,0.291656681,0.006302784
590,n/a,Zimovka,100,40,1984,partly in use,0,bing,2016/2017,0,241,0.438709057,249,0.473895582,65.72263336,50.04384613,247,0,247,0.003922627,247,0.068789923,0.291771196,0.006306521
591,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.581630842,244,0.348360656,65.84838867,50.0266037,249,0,249,0.008567604,249,0.085676037,0.291702592,0.006304282
592,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,248,0.684623672,248,0.657258065,65.95812988,50.00737381,250,0,250,0.007697778,250,0.03184,0.29162616,0.006301787
593,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,249,0.595287827,249,0.325301205,65.87754822,50.02223206,250,0,250,0.008551111,250,0.156746667,0.291685197,0.006303714
594,Kyzylzhudyz,Settlement,100,80,1984,abandoned livestock stations,0,bing,2016/2017,1,246,0.675916904,248,0.435483871,65.92759705,50.00914383,246,0,246,0.004570912,246,0.065763325,0.291633193,0.006302017
595,n/a,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,250,0.694275571,249,0.493975904,65.93867493,50.00722122,249,0,249,0.002962963,249,0.055278894,0.291625556,0.006301768
596,Kyzylkon,Zimovka,100,0,1984,clearly abandoned,0,bing,2016/2017,0,251,0.577919444,251,1.482071713,65.95805359,50.36710739,249,0.009549308,249,0.054136546,249,0.31916109,0.293070627,0.006348905
597,Novoe,Settlement,100,0,1984,fully abandoned,0,bing,2016/2017,0,251,0.429057111,251,0.378486056,65.9173584,50.42461395,251,0.006002656,251,0.137104914,251,0.341319168,0.293304468,0.006356527
598,n/a,OTF,100,0,1984,clearly abandoned,0,bing,2016/2017,0,247,0.468142156,246,0.418699187,65.91029358,50.42501831,247,0.013333334,247,0.137579847,247,0.399100315,0.293306116,0.006356581
599,n/a,Dom,100,0,1984,clearly abandoned,0,bing,2016/2017,0,246,0.49112917,251,0.067729084,65.91099548,50.46473694,251,0,251,0.023320053,251,0.352545374,0.293468103,0.00636186
600,Tasty,Settlement,100,50,1984,abandoned livestock stations,0,bing,2016/2017,1,248,0.547688166,248,0.177419355,65.97080994,50.46263123,250,0,250,0.032213333,250,0.012515556,0.293459517,0.00636158
